title;url;rating;num_reviews;num_students;duration;level;platform;instructor
Financial Modeling for Startups & Small Businesses;https://www.udemy.com/course/financial-modeling-for-startups-small-businesses/;4.7;3636;0;11.5 hours;Beginner;Udemy;Evan Kimbrell, Symon He
Artificial Intelligence & Machine Learning for Business;https://www.udemy.com/course/artificial-intelligence-machine-learning-business/;4.5;24620;0;6.0 hours;All Levels;Udemy;Analytics Vidhya
Artificial Intelligence: Navigating Regulations & Standards;https://www.udemy.com/course/artificial-intelligence-navigating-regulations-standards/;4.5;464;0;1.5 hours;All Levels;Udemy;Ahmed Fessi
An Introduction to Generative AI for Beginners 2026;https://www.udemy.com/course/an-introduction-to-generative-ai-for-beginners/;4.4;4581;0;9.0 hours;Beginner;Udemy;Avnish Singh, Pavan Kumar
Artificial Intelligence Video Generation;https://www.udemy.com/course/artificial-intelligence-video-generation/;4.6;229;0;3.0 hours;Beginner;Udemy;Jones Granatyr, Gabriel Alves, AI Expert Academy
Artificial Intelligence Governance Professional (AIGP);https://www.udemy.com/course/artificial-intelligence-governance-professional-aigp-training/;4.4;641;0;5.0 hours;All Levels;Udemy;Pavan Kumar, Avnish Singh
Introduction to AI and ChatGPT;https://www.udemy.com/course/introduction-to-ai-and-chatgpt/;4.5;1749;0;7.5 hours;All Levels;Udemy;Imran Afzal
Artificial Intelligence & ChatGPT for Cyber Security 2026;https://www.udemy.com/course/artificial-intelligence-chatgpt-for-cyber-security-2024/;4.5;6703;0;7.0 hours;All Levels;Udemy;Luka Anicin, Aleksa Tamburkovski
Artificial Intelligence In Consulting & Project Management;https://www.udemy.com/course/artificial-intelligence-in-consulting-project-management/;4.2;44;0;8.0 hours;All Levels;Udemy;Masters Academy
Artificial Intelligence Masterclass + ChatGPT Prize [2026];https://www.udemy.com/course/artificial-intelligence-masterclass/;4.4;2737;0;12.0 hours;Beginner;Udemy;Hadelin de Ponteves, Kirill Eremenko, SuperDataScience Team, Ligency ​
Artificial Intelligence & Communication: 2026 & Beyond;https://www.udemy.com/course/artificial-intelligence-communication-beyond/;4.9;4;0;6.0 hours;All Levels;Udemy;Peter Alkema
Beginners Guide to AI (Artificial Intelligence);https://www.udemy.com/course/beginners-guide-to-artificial-intelligence-or-ai/;4.5;274;0;0.5 hours;Beginner;Udemy;Siim Õunap
EU AI Act Compliance Introduction;https://www.udemy.com/course/eu-ai-act-compliance/;4.6;639;0;11.0 hours;Beginner;Udemy;Robert Barcik, Jana Gecelovska
AI & Cognitive Science: Bridging Minds and Machines;https://www.udemy.com/course/ai-cognitive-science-bridging-minds-and-machines/;4.1;108;0;21.5 hours;All Levels;Udemy;YouAccel Training
AI Business Strategy for Leaders & Managers: ChatGPT, ML, DL;https://www.udemy.com/course/artificial-intelligence-for-business-managers-chatgpt-to-ai/;4.6;767;0;7.5 hours;All Levels;Udemy;Michael James (PSM I, PSM II, PSM III, PSPO 1, PSPO II, SPS certified), Learn Management Online
An Entire MBA in 1 Course:Award Winning Business School Prof;https://www.udemy.com/course/an-entire-mba-in-1-courseaward-winning-business-school-prof/;4.5;62924;0;8.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
Business Strategy Execution-Agile Organization System Design;https://www.udemy.com/course/agile-strategy-execution/;4.6;4413;0;11.0 hours;All Levels;Udemy;Lawrence M. Miller, Leadership Excellence, LLC
How VC Investors Think About AI Startups;https://www.udemy.com/course/aistartupinvestors/;4.9;28;0;9.0 hours;All Levels;Udemy;Sramana Mitra
MBA in a Box: Business Lessons from a CEO;https://www.udemy.com/course/mba-in-a-box-business-lessons-from-a-ceo/;4.6;22802;0;11.5 hours;All Levels;Udemy;365 Careers
The Complete Online MBA (2025);https://www.udemy.com/course/the-complete-online-mba-2025/;4.5;800;0;37.5 hours;All Levels;Udemy;Nexus Business Academy
AI Career Kickstart: Practical Artificial Intelligence;https://www.udemy.com/course/ai-career-kickstart/;4.9;30;0;2.5 hours;Beginner;Udemy;Dr. Shivoh Chirayil Nandakumar
Artificial Intelligence AI Marketing to Grow your Business;https://www.udemy.com/course/artificial-intelligence-in-marketing/;4.6;1285;0;4.5 hours;All Levels;Udemy;Diego Davila • 1.000.000+ Students, Diego Davila Support
Artificial Intelligence & Machine Learning with Python 2025;https://www.udemy.com/course/ai-machine-learning-for-executives-managers-leaders/;4.8;113;0;16.5 hours;All Levels;Udemy;Infidea Trainings, Sujit Ghosh, Anjan Banerjee - 22,000+ Learners
Artificial Intelligence: Reinforcement Learning in Python;https://www.udemy.com/course/artificial-intelligence-reinforcement-learning-in-python/;4.8;10795;0;14.5 hours;Intermediate;Udemy;Lazy Programmer Team, Lazy Programmer Inc.
Modern Artificial Intelligence with Zero Coding;https://www.udemy.com/course/modern-artificial-intelligence-with-zero-coding/;4.5;1809;0;9.5 hours;Beginner;Udemy;Prof. Ryan Ahmed, Ph.D., MBA | 500,000+ Students | Best-Selling Instructor, Ligency ​, SuperDataScience Team
Artificial Intelligence for Business + ChatGPT Prize [2026];https://www.udemy.com/course/ai-for-business/;4.3;4962;0;15.0 hours;Beginner;Udemy;Hadelin de Ponteves, Kirill Eremenko, SuperDataScience Team, Ligency ​
Advanced AI: Deep Reinforcement Learning in Python;https://www.udemy.com/course/deep-reinforcement-learning-in-python/;4.6;6463;0;10.5 hours;Expert;Udemy;Lazy Programmer Team, Lazy Programmer Inc.
Ethics & Generative AI (GenAI);https://www.udemy.com/course/ethics-generative-ai-genai-chatgpt-llm-course/;4.5;8793;0;2.0 hours;All Levels;Udemy;Steve Ballinger, MBA
CompTIA AI Scripting+ Certification | Theoretical Guide;https://www.udemy.com/course/comptia-ai-scripting-certification/;4.7;2;0;18.0 hours;All Levels;Udemy;YouAccel Training
Introduction to Artificial Intelligence;https://www.udemy.com/course/introduction-to-artificial-intelligence-p/;4.7;21;0;4.0 hours;Intermediate;Udemy;Dr.Padmapriya G
AI for Business - AI Applications for Business Success;https://www.udemy.com/course/ai-for-business-ai-applications-for-business-success/;4.5;3087;0;2.0 hours;Intermediate;Udemy;Horia Mărgărit MS
Business Analysis Fundamentals - IIBA endorsed;https://www.udemy.com/course/business-analysis-ba/;4.5;69551;0;8.0 hours;Beginner;Udemy;The BA Guide | Jeremy Aschenbrenner
Business Case Specialist: Create Captivating Business Cases;https://www.udemy.com/course/business-case-specialist/;4.6;400;0;4.0 hours;Beginner;Udemy;Advanced Innovation Group Pro Excellence (AIGPE)
How To Write A Simple And Successful Business Plan;https://www.udemy.com/course/how-to-write-a-simple-and-successful-business-plan/;4.9;1513;0;1.5 hours;All Levels;Udemy;Claudiu Ivan Academy
31 Startup Business Model : Best Course for Entrepreneurs;https://www.udemy.com/course/start-business-model-course/;4.2;1417;0;8.0 hours;All Levels;Udemy;Navdeep Yadav
The Business Intelligence Analyst Course 2026;https://www.udemy.com/course/the-business-intelligence-analyst-course-2018/;4.6;48687;0;22.0 hours;All Levels;Udemy;365 Careers, 365 Team
MBA 2026: Complete Business Mastery & Leadership Program;https://www.udemy.com/course/mba-course-marketing-strategy/;4.7;3141;0;20.5 hours;All Levels;Udemy;Navdeep Yadav
Business Communication Skills: Business Writing & Grammar;https://www.udemy.com/course/professional-communication-and-business-writing/;4.6;30659;0;19.5 hours;Beginner;Udemy;Alex Genadinik
AI for Business Leaders;https://www.udemy.com/course/ai-for-business-leaders/;4.5;69896;0;2.0 hours;All Levels;Udemy;Richard Maxwell, Leighanne Miles
Business Model Innovation: Differentiate & Grow Your Company;https://www.udemy.com/course/disruptive-innovation-business-model-startup/;4.6;33687;0;5.5 hours;All Levels;Udemy;Paul Nekh. | Business | Innovation | Video, Olena T. (FR)
Diploma Course in Business Management and Entrepreneurship;https://www.udemy.com/course/diploma-in-management-and-entrepreneurship/;4.4;605;0;9.0 hours;All Levels;Udemy;Aakaro Consulting
Part time Entrepreneur How To Start A Business From An Idea;https://www.udemy.com/course/part-time-entrepreneurs-toolbox/;4.9;115;0;7.5 hours;Intermediate;Udemy;John Masud Parvez
Entrepreneurship: How To Start A Business From An Idea;https://www.udemy.com/course/how-to-start-a-business-go-from-business-idea-to-a-business/;4.5;3753;0;14.0 hours;Intermediate;Udemy;Alex Genadinik
Intro to Entrepreneurship: Get started as an Entrepreneur;https://www.udemy.com/course/intro-to-entrepreneurship-get-started-as-an-entrepreneur/;4.7;25416;0;7.5 hours;Beginner;Udemy;Evan Kimbrell
Business Fundamentals: Corporate Strategy;https://www.udemy.com/course/business-fundamentals-corporate-strategy/;4.5;32059;0;3.0 hours;All Levels;Udemy;365 Careers
Gain 14 Years of Expertise in Building & Scaling Businesses;https://www.udemy.com/course/business-mastery-guide/;4.7;265;0;8.0 hours;All Levels;Udemy;Robert Indries
The Complete Business Plan Course (Includes 50 Templates);https://www.udemy.com/course/the-complete-business-plan-course/;4.7;23780;0;9.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
The Complete Start-Up Guide to Launching Your Own Business;https://www.udemy.com/course/the-business-innovation-and-entrepreneurship-masterclass/;4.5;452;0;16.5 hours;All Levels;Udemy;Kain Ramsay, Russell Dalgleish
20 Life Hacks to Inspire You to Excel in Business & Life;https://www.udemy.com/course/20-life-hacks-to-inspire-you-to-excel-in-business-life/;4.5;2914;0;2.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
Introduction to Business Analytics;https://www.udemy.com/course/introduction-to-business-analytics/;4.6;7016;0;5.0 hours;All Levels;Udemy;365 Careers
101 Crucial Lessons They Don't Teach You In Business School;https://www.udemy.com/course/101-crucial-lessons-they-dont-teach-you-in-business-mba-school/;4.4;4092;0;1.5 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
Business Plan And Business Model For A 7-FIGURE Business;https://www.udemy.com/course/how-to-write-a-business-plan/;4.4;2982;0;9.0 hours;All Levels;Udemy;Alex Genadinik
Business Strategy Masterclass - Master Business Strategy;https://www.udemy.com/course/business-strategy-masterclass/;4.5;579;0;6.0 hours;All Levels;Udemy;Salil Dhawan
Entrepreneurship Mastery: Building and Scaling Your Business;https://www.udemy.com/course/entrepreneurship-mastery/;5.0;155;0;6.0 hours;All Levels;Udemy;Alin Marin, Patrick Snow
Business Bootcamp: 7 Weeks to Start Your Own Business;https://www.udemy.com/course/business-bootcamp/;4.4;1297;0;6.5 hours;All Levels;Udemy;Phil Ebiner, Video School
Business Fundamentals : Build Your Business Foundation;https://www.udemy.com/course/business-fundamentals-build-your-business-foundation/;4.6;460;0;2.0 hours;All Levels;Udemy;Levent Ertunalılar
The Complete Personal Finance Course: Save,Protect,Make More;https://www.udemy.com/course/the-complete-personal-finance-course-save-protect-make-more/;4.6;12083;0;16.5 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
Discover, Validate & Launch New Business Ideas with ChatGPT;https://www.udemy.com/course/find-and-evaluate-new-startup-ideas/;4.6;3884;0;5.0 hours;All Levels;Udemy;Paul Nekh. | Business | Innovation | Video, Olena T. (FR)
Conduct a Strategy Analysis using Business Analysis;https://www.udemy.com/course/business-analysis-conduct-a-strategy-analysis/;4.6;8642;0;8.0 hours;All Levels;Udemy;The BA Guide | Jeremy Aschenbrenner
Operations Management A-Z: Business Processes and Systems;https://www.udemy.com/course/operations-management-a-z/;4.6;9449;0;6.5 hours;All Levels;Udemy;Laurence Gartside, Rowtons Training
Business Development & B2B Sales Masterclass;https://www.udemy.com/course/business-development-b2b/;4.6;777;0;6.0 hours;All Levels;Udemy;Salil Dhawan
Business Fundamentals: Marketing Strategy;https://www.udemy.com/course/business-fundamentals-marketing-strategy/;4.5;13463;0;2.0 hours;All Levels;Udemy;365 Careers
Intro to Business • The Basics;https://www.udemy.com/course/intro-to-business-1-the-basics/;4.6;62;0;3.0 hours;All Levels;Udemy;Ron Trucks, MBA, Explainer-In-Chief
Identify & Define the Problem with Business Analysis;https://www.udemy.com/course/identify-the-problem/;4.5;21714;0;3.5 hours;All Levels;Udemy;The BA Guide | Jeremy Aschenbrenner
Conquer Computer Science: Algorithms & Coding (Part 5/5);https://www.udemy.com/course/conquer-computer-science-algorithms-programming-igcse/;4.9;10;0;7.0 hours;All Levels;Udemy;John Iglar
Fundamentals of Business Analysis;https://www.udemy.com/course/businessanalysis/;4.6;29943;0;6.0 hours;All Levels;Udemy;Don Hussey
The Complete Presentation and Public Speaking/Speech Course;https://www.udemy.com/course/the-complete-presentation-and-public-speaking-speech-course/;4.4;20003;0;16.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
Strategic Business Development & Financial Mastery;https://www.udemy.com/course/strategic-business-development-financial-mastery/;4.1;76;0;22.5 hours;All Levels;Udemy;YouAccel Training, Silver Light Psychotherapy
Business Fundamentals: Management and HR Management;https://www.udemy.com/course/business-fundamentals-management-and-hr-management/;4.6;510;0;1.5 hours;Beginner;Udemy;365 Careers
Business Bundle: 6 Instant Guides to the top business skills;https://www.udemy.com/course/speed-learn/;4.8;724;0;2.5 hours;All Levels;Udemy;Chris Croft
Business Development Blueprint: Business Strategy 101;https://www.udemy.com/course/business-development-blueprint-business-strategy-101/;4.4;185;0;16.5 hours;All Levels;Udemy;Bernard Martin, WAMM Marketing
AI Strategy: Transforming Businesses with AI;https://www.udemy.com/course/ai-strategy-transforming-businesses-with-ai/;4.6;315;0;4.0 hours;All Levels;Udemy;365 Careers
Business Development: Grow With Strategic Relationships;https://www.udemy.com/course/business-development-course/;4.3;747;0;4.0 hours;Beginner;Udemy;Alex Genadinik
How to come up with killer business ideas: complete workshop;https://www.udemy.com/course/idea-generation-coming-up-with-killer-business-deas/;4.3;3311;0;7.0 hours;All Levels;Udemy;Evan Kimbrell
Intro to Business • Starting A Business • Entrepreneurship;https://www.udemy.com/course/intro-to-business-5-starting-a-business-entrepreneurship/;4.6;29;0;2.5 hours;All Levels;Udemy;Ron Trucks, MBA, Explainer-In-Chief
Business Strategy: 8 Best Strategies For Business Growth;https://www.udemy.com/course/business-strategy-8-best-strategies-for-business-growth/;3.9;285;0;5.0 hours;All Levels;Udemy;Gab Jean
Entrepreneurship, Business, And Marketing For Engineers;https://www.udemy.com/course/entrepreneurship-business-and-marketing-for-engineers/;4.7;71;0;13.5 hours;Beginner;Udemy;Alex Genadinik
Generative AI for Leaders & Business Professionals;https://www.udemy.com/course/generative-ai-for-leaders/;4.5;20270;0;10.0 hours;Beginner;Udemy;Yash Thakker
Business Analysis: Developing Irresistible Business Cases;https://www.udemy.com/course/business-cases/;4.5;4413;0;2.0 hours;Intermediate;Udemy;Don Hussey
Introduction to Health Care, Public Health, and EHRs;https://www.udemy.com/course/introduction-to-health-care-public-health-and-ehrs/;4.6;46;0;9.0 hours;Beginner;Udemy;Dilip Jetty
Mastering Healthcare & Pharma Negotiation;https://www.udemy.com/course/certificate-course-in-healthcare-pharma-negotiation/;4.7;8;0;8.0 hours;All Levels;Udemy;Access Health Academy
The Data Strategy Course: Building a Data-driven Business;https://www.udemy.com/course/the-data-strategy-course-building-a-data-driven-business/;4.5;5871;0;4.5 hours;All Levels;Udemy;365 Careers, Bernard Marr
Master Entrepreneurship With 8 Essential Courses;https://www.udemy.com/course/entrepreneurship-startup-bundle/;4.5;157;0;9.0 hours;All Levels;Udemy;Expert Academy, Lahcen Bouya
Emerging Markets and Business in Developing Countries;https://www.udemy.com/course/emerging-markets-and-business-in-developing-countries/;4.1;19;0;1.0 hours;All Levels;Udemy;Dr. José Prabhu J
Strategy for Management Consultants & Business Analysts;https://www.udemy.com/course/strategy-for-management-consultants-business-analysts/;4.6;13717;0;6.5 hours;Intermediate;Udemy;Asen Gyczew
Business Strategy And Business Model Innovation - 2026;https://www.udemy.com/course/business-model-generation-modeling-business-model-canvas/;3.9;60;0;2.0 hours;Beginner;Udemy;Alex Genadinik's Teaching Assistant, Alex Genadinik
Business Process Management: Certification;https://www.udemy.com/course/business-process-management-p/;4.6;513;0;4.5 hours;All Levels;Udemy;Business Improvement & Transformation Courses
Business Model Canvas Masterclass: How Business Models Work;https://www.udemy.com/course/business-model-canvas-masterclass-how-business-models-work/;4.4;1798;0;2.0 hours;All Levels;Udemy;Dan Casas-Murray
Business Analyst: Project Management Techniques and Tools;https://www.udemy.com/course/project-management-for-business-analyst/;4.6;6005;0;5.0 hours;All Levels;Udemy;The BA Guide | Jeremy Aschenbrenner
Business Idea Generation: How To Come Up With Business Ideas;https://www.udemy.com/course/business-idea-generation-how-to-come-up-with-business-ideas/;4.3;33;0;3.5 hours;Beginner;Udemy;Alex Genadinik's Teaching Assistant
Retail for Business Analysts and Management Consultants;https://www.udemy.com/course/retail-for-business-analysts-and-management-consultants/;4.6;7682;0;6.0 hours;Intermediate;Udemy;Asen Gyczew
How to Manage by Delegating (So You Can Achieve Your Goals)!;https://www.udemy.com/course/how-to-manage-by-delegating-so-you-can-achieve-your-goals/;4.6;2218;0;1.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
The Complete Body Language for Business Course;https://www.udemy.com/course/the-complete-body-language-for-business-course/;4.8;2013;0;37.0 hours;All Levels;Udemy;TJ Walker, Media Training Worldwide Digital
Strategic Planning & Strategic Thinking | Business Strategy;https://www.udemy.com/course/strategic-planning-strategic-thinking/;4.4;1948;0;1.5 hours;All Levels;Udemy;Salil Dhawan
Mini MBA: Business Strategy 2 Business Plan;https://www.udemy.com/course/business-fundamentals-business-strategy-to-business-plan/;4.7;301;0;14.5 hours;All Levels;Udemy;Joe Parys, John Colley, Joe Parys Support
Introduction to Machine Learning;https://www.coursera.org/learn/machine-learning-duke;4.7;3800;0;Course · 1 - 3 Months;Intermediate;Coursera;Duke University
IBM Introduction to Machine Learning;https://www.coursera.org/specializations/ibm-intro-machine-learning;4.6;3300;0;Specialization · 3 - 6 Months;Intermediate;Coursera;IBM
Machine Learning in Production;https://www.coursera.org/learn/introduction-to-machine-learning-in-production;4.8;3400;0;Course · 1 - 4 Weeks;Intermediate;Coursera;DeepLearning.AI
The Self-Taught Programmer;https://www.udemy.com/course/self-taught-programmer/;4.3;4380;0;6.0 hours;Beginner;Udemy;Cory Althoff
Computer Science: The Foundation You Didn't Know You Needed;https://www.udemy.com/course/computer-science-the-foundation-you-didnt-know-you-needed/;4.4;65;0;6.0 hours;Beginner;Udemy;James Ballow
Discrete Mathematics;https://www.udemy.com/course/discrete-math/;4.5;3909;0;19.0 hours;All Levels;Udemy;Miran Fattah
Computer Engineering Mastery: From Beginner to Expert!;https://www.udemy.com/course/computer-engineering-mastery-from-beginner-to-expert/;4.3;252;0;46.0 hours;All Levels;Udemy;infusion X
Conquer Computer Science: Hardware & Software (Part 1/5);https://www.udemy.com/course/igcse-computer-science-part-1-hardware-and-software/;4.5;78;0;3.5 hours;All Levels;Udemy;John Iglar
IT Fundamentals - Everything you need to know about IT;https://www.udemy.com/course/it-fundamentals-everything-you-need-to-know-about-it/;4.6;8844;0;13.5 hours;All Levels;Udemy;Imran Afzal
Computer Science Introduction;https://www.udemy.com/course/computer-science-introduction/;4.5;63;0;43.0 hours;All Levels;Udemy;Alexander Agopin
JavaScript Algorithms and Data Structures Masterclass;https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/;4.8;30871;0;22.0 hours;All Levels;Udemy;Colt Steele
Computer Science 101: Master the Theory Behind Programming;https://www.udemy.com/course/computer-science-101-master-the-theory-behind-programming/;4.5;6680;0;12.0 hours;Beginner;Udemy;Kurt Anderson
30 Day Challenge to a More Productive and Much Happier You!;https://www.udemy.com/course/30-day-challenge-to-a-more-productive-and-much-happier-you/;4.5;4125;0;3.5 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
Certificate in Business & Operations Management Excellence;https://www.udemy.com/course/certificate-in-business-and-operations-management-excellence/;4.4;950;0;6.0 hours;All Levels;Udemy;MTF Institute of Management, Technology and Finance
Business Strategy Development: The Art of Differentiation;https://www.udemy.com/course/the-art-of-differentiation/;4.5;5313;0;1.5 hours;All Levels;Udemy;Tony Prouse
Intro to Business Law for Entrepreneurs (+Free Book!);https://www.udemy.com/course/introduction-to-business-law-for-entrepreneurs-mba-business-school/;4.5;419;0;2.0 hours;All Levels;Udemy;Chris Haroun | 1.5 Million Students | #1 Best Selling Business & Finance Prof.
USAII Certified Artificial Intelligence Consultant (CAIC);https://www.udemy.com/course/usaii-certified-artificial-intelligence-consultant-caic/;4.4;17;0;;All Levels;Udemy;Wesam Qawasmeh
PCPP1™ Certified Professional in Python Programming 1 Exams;https://www.udemy.com/course/pcpp1-certified-professional-in-python-programming/;4.4;179;0;;Expert;Udemy;Paweł Krakowiak
Practice Exams: AWS Machine Learning Engineer Associate Cert;https://www.udemy.com/course/practice-exams-aws-certified-machine-learning-engineer-associate/;4.6;802;0;;All Levels;Udemy;Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Abhishek Singh
Healthcare IT Decoded - Data Visualization using R;https://www.udemy.com/course/healthcare-decoded-data-visualization-r/;4.7;2;0;8.0 hours;Beginner;Udemy;Harish Rijhwani
Fundamentals of Healthcare Communication;https://www.udemy.com/course/fundamentals-of-healthcare-communication/;4.6;776;0;1.5 hours;Beginner;Udemy;Healthcare Career Development Academy
Managing Projects in Healthcare (1 of 3), Plain & Simple;https://www.udemy.com/course/h23-managing-projects-in-healthcare-1-of-3-plainsimple/;4.8;340;0;1.0 hours;All Levels;Udemy;Thomas Giordano
The Complete Healthcare Artificial Intelligence Course 2024;https://www.udemy.com/course/the-complete-healthcare-artificial-intelligence-course-2021/;3.8;319;0;29.5 hours;All Levels;Udemy;Hoang Quy La
Mastering ISO 7101:2023: Quality Management in Healthcare;https://www.udemy.com/course/mastering-iso-71012023-quality-management-in-healthcare/;4.5;31;0;10.5 hours;All Levels;Udemy;ISO Horizon
Certificate Course in Health Economics and Pharmacoeconomics;https://www.udemy.com/course/certificate-course-in-health-economics-and-pharmacoeconomics/;4.3;233;0;11.0 hours;All Levels;Udemy;Access Health Academy
Intro to Healthcare Information Systems, Plain & Simple;https://www.udemy.com/course/h01-what-are-healthcare-information-systems-plain-simple/;4.6;2023;0;1.0 hours;All Levels;Udemy;Thomas Giordano
HIPAA Compliance in RCM Medical Billing and Healthcare IT;https://www.udemy.com/course/hipaa-compliance-course/;4.6;55;0;3.5 hours;All Levels;Udemy;RCM Academy
Healthcare IT Decoded - Data Visualization using Tableau;https://www.udemy.com/course/healthcare-decoded-data-visualization/;4.8;25;0;7.0 hours;Beginner;Udemy;Harish Rijhwani
Generative AI in Healthcare: Practical & Hands-on Learning;https://www.udemy.com/course/generative-ai-in-healthcare-practical-hands-on-learning/;4.2;230;0;2.5 hours;All Levels;Udemy;Tech Jedi
Intro to Cybersecurity in Healthcare (1 of 2),Plain & Simple;https://www.udemy.com/course/h17-cyber-security-in-healthcare-part-1-plain-simple/;4.7;670;0;1.5 hours;All Levels;Udemy;Thomas Giordano
MLOps | Machine Learning Operations;https://www.coursera.org/specializations/mlops-machine-learning-duke;4.2;581;0;Specialization · 3 - 6 Months;Advanced;Coursera;Duke University
Machine Learning for All;https://www.coursera.org/learn/uol-machine-learning-for-all;4.7;3500;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of London
IBM AI Developer;https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai;4.6;80000;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;IBM
Machine Learning with Scikit-learn, PyTorch & Hugging Face;https://www.coursera.org/professional-certificates/machine-learning-scikit-learn-pytorch-hugging-face;4.5;19;0;Professional Certificate · 3 - 6 Months;Intermediate;Coursera;Coursera
Investment Management with Python and Machine Learning;https://www.coursera.org/specializations/investment-management-python-machine-learning;4.6;1800;0;Specialization · 3 - 6 Months;Beginner;Coursera;EDHEC Business School
The Nuts and Bolts of Machine Learning;https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning;4.8;597;0;Course · 1 - 3 Months;Advanced;Coursera;Google
Supervised Machine Learning: Regression and Classification;https://www.coursera.org/learn/machine-learning;4.9;32000;0;Course · 1 - 4 Weeks;Beginner;Coursera;DeepLearning.AI
Machine Learning;https://www.coursera.org/specializations/machine-learning;4.6;16000;0;Specialization · 3 - 6 Months;Intermediate;Coursera;University of Washington
Machine Learning with Python;https://www.coursera.org/learn/machine-learning-with-python;4.7;18000;0;Course · 1 - 3 Months;Intermediate;Coursera;IBM
Healthcare Privacy & Compliance: Comprehensive Practice Exam;https://www.udemy.com/course/comprehensive-healthcare-compliance-practice-exam/;4.2;15;0;;All Levels;Udemy;The Millstream Group
Data Science Challenge;https://www.coursera.org/projects/data-science-challenge;4.7;204;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
Breast Cancer Prediction Using Machine Learning;https://www.coursera.org/projects/breast-cancer-prediction-using-machine-learning;4.2;57;0;Guided Project · Less Than 2 Hours;Intermediate;Coursera;Coursera
HL7 FHIR for Clinicians: A Non-Technical Guide;https://www.udemy.com/course/hl7-fhir-for-clinicians-a-non-technical-guide/;0.0;0;0;2.0 hours;All Levels;Udemy;Shamil Nizamov
Basics of Healthcare Data Analytics: Boost Patient Outcomes;https://www.coursera.org/specializations/basics-of-healthcare-data-analytics-boost-patient-outcomes;0.0;0;0;Specialization · 3 - 6 Months;Beginner;Coursera;Coursera
Medical Billing: Code, Claim, Collect;https://www.coursera.org/learn/medical-billing-code-claim-collect;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Coursera
Microsoft Azure AI in Healthcare;https://www.coursera.org/professional-certificates/microsoft-azure-ai-in-healthcare;0.0;0;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;Microsoft
Medical Spanish for Healthcare Professionals;https://www.coursera.org/specializations/medicalspanish;0.0;0;0;Specialization · 3 - 6 Months;Beginner;Coursera;Universidades Anáhuac
Foundations of Healthcare Data Analytics;https://www.coursera.org/learn/foundations-of-healthcare-data-analytics;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;SkillUp
Machine Learning and AI Applications in Healthcare;https://www.coursera.org/learn/machine-learning-and-ai-applications-in-healthcare;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Microsoft
Digital Healthcare Informatics and AI;https://www.coursera.org/specializations/digital-healthcare-informatics-and-ai;0.0;0;0;Specialization · 1 - 3 Months;Intermediate;Coursera;Illinois Tech
Agentic AI Content for Practitioners (Teams: Healthcare);https://www.coursera.org/learn/agentic-ai-content-for-practitioners-teams-healthcare;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Coursera
AI For Healthcare Professionals;https://www.coursera.org/learn/ai-for-healthcare-professionals;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;AI CERTs
Healthcare Business Strategy and New Venture Design;https://www.coursera.org/learn/healthcare-business-strategy-new-venture-design;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Illinois Urbana-Champaign
Healthcare Career Explorer Nurse Practitioner (NP);https://www.coursera.org/learn/healthcare-career-explorer-nurse-practitioner-np;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;Coursera
Azure AI and Healthcare Cloud Fundamentals;https://www.coursera.org/learn/azure-ai-and-healthcare-cloud-fundamentals;0.0;0;0;Course · 1 - 4 Weeks;Intermediate;Coursera;Microsoft
Healthcare Strategy and Innovation;https://www.coursera.org/learn/healthcare-strategy-and-innovation;0.0;0;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Michigan
AI for Healthcare;https://www.coursera.org/learn/ai-for-healthcare;0.0;0;0;Course · 1 - 3 Months;Intermediate;Coursera;AI CERTs
