domain,title,organization,rating,reviews,level,course_type,duration,url
UI/UX Design,Beginner: Figma UI / UX Design Essentials,Skillshare,"4,1",24 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/beginnerfigmauiuxdesignessentials
UI/UX Design,AI Powered UI/UX Design,AI CERTs,"2,6",8 avis,Avancées,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/ai-powered-ui-ux-design
UI/UX Design,Créer des interfaces utilisateurs (UI) dynamiques pour les sites web,Google,"4,8","3,8 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/responsive-web-design-adobe-xd
UI/UX Design,Intermediate to Advanced: Professional Figma UI / UX Design,Skillshare,"4,6",22 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/intermediatetoadvancedprofessionalfigma-ui-uxdesign
UI/UX Design,Conception d'interfaces et d'expériences utilisateur (UI/UX),IBM,"4,5",305 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/designing-user-interfaces-and-experiences-uiux
UI/UX Design,Microsoft UX Design,Microsoft,"4,7",607 avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ux-design
UI/UX Design,Projet Capstone : Appliquer le concepteur UI/UX dans le monde réel,IBM,"4,8",9 avis,Avancées,Cours,1 à 3 mois,https://www.coursera.org/learn/ux-ui-captsone-project
UI/UX Design,UI/UX Design Principles,Microsoft,"4,9",7 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/uiux-design-principles
UI/UX Design,UI/UX Design Fundamentals & Prototyping with Generative AI,SkillUp,"4,8",64 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/uiux-design-fundamentals-prototyping-with-generative-ai
UI/UX Design,Recherche et conception de l'expérience utilisateur,University of Michigan,"4,7","2,3 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/michiganux
UI/UX Design,Introduction au concepteur UX/UI,IBM,"4,7",82 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-uxui-design
UI/UX Design,Introduction à la conception UX Programme de certificat MasterTrack Certificates,University of Minnesota,"4,1",43 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/ux-design-open-content-shell
UI/UX Design,"Concepteur d'interface utilisateur : Principes, prototypage, pratiques",Coursera,"4,8",41 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/user-interface-design-principles-prototyping-practices
UI/UX Design,Introduction à la conception d’expérience utilisateur,Georgia Institute of Technology,"4,6",9 k avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/user-experience-design
UI/UX Design,Figma for UI/UX: Master Web Design in Figma,Packt,"4,3",31 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-figma-for-ui-ux-master-web-design-in-figma-essgs
UI/UX Design,Évaluer les conceptions avec les utilisateurs,University of Michigan,"4,8",299 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/evaluating-designs-with-users
UI/UX Design,Évaluer les interfaces utilisateurs,University of Minnesota,"4,7",272 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/ui-testing
UI/UX Design,Comprehensive UX and Responsive Web Design,Northeastern University,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/comprehensive-ux--responsive-web-design
UI/UX Design,Generative AI for UI UX Design,IBM,"4,7",11 k avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/generative-ai-for-ui-ux-design
UI/UX Design,"Démarrer le processus de conception d’expérience utilisateur : créer de l’empathie, définir et imaginer",Google,"4,8",17 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/start-ux-design-process
UI/UX Design,Figma UI UX Design Essentials Pt.1 : Tools & Foundations (en anglais),Skillshare,"3,8",19 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/figma-ui-ux-design-essentials-pt1-tools--foundations
UI/UX Design,Figma UI UX Design Essentials Pt.2 : Layout & Components (en anglais),Skillshare,,,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/figma-ui-ux-design-essentials-pt2-layout--components
UI/UX Design,Product Design and UX/UI Fundamentals,Microsoft,"4,5",23 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/microsoft-product-design-and-ux-ui-fundamentals
UI/UX Design,Product Design and UX/UI Fundamentals,Xbox,"4,7",10 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/xbox-product-design-and-uxui-fundamentals
UI/UX Design,Le concepteur UX en pratique : Accessibilité et collaboration,Microsoft,"4,8",96 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/ux-design-in-practice-accessibility-and-collaboration
UI/UX Design,Conception d'interface utilisateur et prototypage,Microsoft,"4,4",63 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/user-interface-design-and-prototyping
UI/UX Design,Next-Gen UX and UI,Coursera,"4,4",183 avis,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/next-gen-ux-and-ui
UI/UX Design,Interaction Design and UX/UI Principles,Xbox,"4,7",11 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/xbox-interaction-design-and-ux-ui-principles
UI/UX Design,"Figma, Sketch & Miro for UX Design",Coursera,"4,6",30 avis,Intermédiaire,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/coursera-ux-design-toolkit
UI/UX Design,Mener des recherches UX et tester les premiers concepts,Google,"4,8",6 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/conduct-ux-research
UI/UX Design,Expérience utilisateur (UX),Microsoft,"4,6",106 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/designing-for-user-experience
UI/UX Design,User experience design,University of Cambridge,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/user-experience-design-cam
UI/UX Design,UI/UX Design with Sketch: Travel Booking App,Coursera,,,Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/uiux-design-with-sketch-travel-booking-app
UI/UX Design,Concevoir une expérience utilisateur pour le bien social et se préparer à l'emploi,Google,"4,8",5 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/ux-design-jobs
UI/UX Design,Éléments visuels de la conception de l'interface utilisateur,California Institute of the Arts,"4,7","6,4 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/visual-elements-user-interface-design
UI/UX Design,UI Design for Web Developers,Scrimba,"4,5",21 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/ui-design
UI/UX Design,Foundations and Advanced Practices in UX Design,Indian Institute of Technology Guwahati,"4,2",13 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/ux-design-and-hci-iitg
UI/UX Design,Conception de l'interface utilisateur,University of Minnesota,"4,6","1,8 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/user-interface-design
UI/UX Design,Expérience utilisateur et design d'interaction pour AR/VR/MR/XR,University of Michigan,"4,7",178 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/user-experience-interaction-design-augmented-virtual-mixed-extended-reality
UI/UX Design,Conception de sites web : stratégie et architecture des informations,California Institute of the Arts,"4,8","1,3 k avis",Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/web-design-strategy
UI/UX Design,"Maîtriser l'IUG d'Unité : Concevoir, animer et scénariser des menus",EDUCBA,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/master-unity-gui-design-animate-script-menus
UI/UX Design,Figma Micro Design d'interaction Design Training,Simplilearn,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/figma-micro-interaction-design-training
UI/UX Design,IA générative : l'avenir du concepteur UX UI,SkillUp,"4,7",33 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/gen-ai-the-future-of-uxui-design
UI/UX Design,L'expérience utilisateur dans la conception de jeux,Epic Games,"4,1",23 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/user-experience-in-game-design
Blockchain,Blockchain,University at Buffalo,"4,6",9 k avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/blockchain
Blockchain,Bases de la blockchain,University at Buffalo,"4,6","7,8 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/blockchain-basics
Blockchain,La blockchain et les crypto-monnaies expliquées,University of Michigan,"4,7",970 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/crypto-finance
Blockchain,Cryptocurrency et Blockchain : Une introduction aux monnaies numériques,University of Pennsylvania,"4,6","1,5 k avis",Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency
Blockchain,Introduction aux technologies de la blockchain,INSEAD,"4,7","2,5 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-blockchain-technologies
Blockchain,La révolution de la blockchain,INSEAD,"4,7","3,1 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/blockchain-revolution-enterprise
Blockchain,Finance décentralisée (DeFi) : L'avenir de la finance,Duke University,"4,8","2,1 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/decentralized-finance-duke
Blockchain,La révolution blockchain dans les services financiers,INSEAD,"4,7",1 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/blockchain-financial-services
Blockchain,Principes fondamentaux du Web3 et de la blockchain,INSEAD,"4,6",111 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/web3-blockchain-fundamentals
Blockchain,Building DApps In Ethereum Blockchain,EDUCBA,"4,9",140 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/building-dapps-ethereum-blockchain
Blockchain,Blockchain Innovation Deep Dive,Creo Incubator,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-innovation-deep-dive
Blockchain,Blockchain Applications in Fintech,INSEAD,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/blockchain-applications-in-fintech
Blockchain,Technologies du Bitcoin et des cryptomonnaies,Princeton University,"4,6","3,1 k avis",Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/cryptocurrency
Blockchain,IA générative et blockchain,INSEAD,"4,8",26 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/generative-ai-and-blockchain
Blockchain,Introduction au cloud computing,IBM,"4,6","7,7 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/introduction-to-cloud
Blockchain,Blockchain Foundations & Smart Contracts,AI CERTs,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/blockchaino-fundations-smart-contracts
Blockchain,Sécurité de blockchain,Infosec,"4,6",84 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-security
Blockchain,Blockchain,"University of California, Irvine","4,2",231 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/uci-blockchain
Blockchain,From Blocks to Build: Blockchain Dev Essentials,AI CERTs,,,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/from-blocks-to-build-blockchain-dev-essentials
Blockchain,Complete DApp - Solidity and React - Blockchain Development,Packt,"4,5",10 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/packt-complete-dapp-solidity-and-react-blockchain-development
Blockchain,Certified Blockchain Security Professional (CBSP) Exam Prep,SkillUp,5,9 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/certifiedblockchainsecurityprofessionalexamprepspecialization
Blockchain,Blockchains and Cryptocurrencies Fundamentals,Macquarie University,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchains-and-cryptocurrencies-fundamentals
Blockchain,Introduction à la blockchain,Association of International Certified Professional Accountants,"4,6",213 avis,Débutant,Spécialisation,1 à 4 semaines,https://www.coursera.org/specializations/introduction-to-blockchain
Blockchain,La blockchain,"University of California, Irvine","4,2",177 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/uciblockchain
Blockchain,Blockchain Technology Applied,Board Infinity,,,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/blockchain-technology-applied
Blockchain,Blockchain Solution Architecture,LearnQuest,"4,7",16 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/blockchain-solution-architecture
Blockchain,Modèles économiques de la blockchain,Duke University,"4,7",389 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-business-models
Blockchain,Security for Blockchain and DApps,LearnQuest,"4,6",20 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/security-for-blockchain-and-dapps
Blockchain,Web3 and Blockchain in Global Commerce,INSEAD,"4,7",72 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/web3-blockchain-global-commerce
Blockchain,Fintech : Fondements et applications de la technologie financière,University of Pennsylvania,"4,6","3,8 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/wharton-fintech
Blockchain,Financement de la chaîne d'approvisionnement et technologie blockchain,New York Institute of Finance,"4,6",377 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology
Blockchain,"Blockchain, crypto-actifs et finance décentralisée",INSEAD,"4,6",382 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/blockchain-crypto-decentralized-finance
Blockchain,Plateformes de blockchain,University at Buffalo,"4,6","1,1 k avis",Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/blockchain-platforms
Blockchain,Build a Blockchain-Based Stock Trading Website,EDUCBA,,,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/build-blockchain-based-stock-trading-website
Blockchain,Contrats intelligents,University at Buffalo,"4,6","2,3 k avis",Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/smarter-contracts
Blockchain,Practical Blockchain and Cryptocurrency,Pearson,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/pearson-practical-blockchain-and-cryptocurrency-livelessons-bcgwo
Blockchain,Innovations dans le domaine des technologies financières (Fintech),University of Michigan,"4,7","2,8 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/financialtechnology
Blockchain,Introduction à la blockchain pour les services financiers,INSEAD,"4,7",690 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/intro-blockchain-financial-services
Blockchain,Applications décentralisées (Dapps),University at Buffalo,"4,5","1,2 k avis",Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/decentralized-apps-on-blockchain
Blockchain,Introduction to Ethereum Blockchain,EDUCBA,5,49 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/building-dapps-in-ethereum-blockchain
Blockchain,Blockchain for Leaders,AI CERTs,,,Intermédiaire,Cours,3 à 6 mois,https://www.coursera.org/learn/blockchain-for-leaders
Blockchain,Introduction au financement de la chaîne d'approvisionnement et à la technologie blockchain,New York Institute of Finance,"4,6",298 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology
Blockchain,Infrastructure de financement décentralisé (DeFi),Duke University,"4,8","1,6 k avis",Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/decentralized-finance-infrastructure-duke
Blockchain,Blockchain Security - Intermediate Practices,LearnQuest,,,Avancées,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-security-intermediate-practices
Blockchain,L'évolutivité de la blockchain et ses fondements dans les systèmes distribués,The University of Sydney,"4,5",120 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-scalability
Blockchain,Analyse de l'opportunité Blockchain,INSEAD,"4,6",213 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-opportunity-analysis
Blockchain,Complete Cryptocurrency & Blockchain Course | Learn Solidity,Packt,,,Débutant,Cours,3 à 6 mois,https://www.coursera.org/learn/packt-complete-cryptocurrency-and-blockchain-course-learn-solidity-ihzll
Blockchain,Blockchain : bases et cas d’utilisation,ConsenSys Academy,"4,7",846 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/blockchain-foundations-and-use-cases
Internet of Things,Introduction à la programmation de l'Internet des objets (IOT),"University of California, Irvine","4,7",20 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/iot
Internet of Things,Introduction à l'internet des objets et aux systèmes embarqués,"University of California, Irvine","4,7",13 k avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot
Internet of Things,Introduction to Internet of Things,IIT Bombay,"4,7",81 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/introduction-to-internet-of-things
Internet of Things,L'internet des objets en action,University of Illinois Urbana-Champaign,"4,7",622 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/uiuc-iot
Internet of Things,IoT (Internet des objets) Informatique sans fil et informatique en nuage Technologies émergentes,Yonsei University,"4,7","1,4 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/iot-wireless-cloud-computing
Internet of Things,Learn Bits and Bytes of Raspberry Pi & IoT using Node-RED,Packt,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-learn-bits-and-bytes-of-raspberry-pi-iot-using-node-red-tzic5
Internet of Things,Internet des objets et IA Cloud,University of California San Diego,"4,2","1,8 k avis",Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/internet-of-things
Internet of Things,Internet industriel des objets (IIoT),University of Michigan,"4,5",207 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/industrial-internet-of-things
Internet of Things,La cybersécurité et l'internet des objets,Kennesaw State University,"4,6","2,2 k avis",Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-cyber-security
Internet of Things,Développer l'internet industriel des objets,University of Colorado Boulder,"4,6",854 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/developing-industrial-iot
Internet of Things,Gestion de projet Google,Google,"4,8",140 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-project-management
Internet of Things,Google IT Support,Google,"4,8",212 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-it-support
Internet of Things,Python pour tous,University of Michigan,"4,8",280 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/python
Internet of Things,Internet industriel des objets appliqué,L&T EduTech,"4,8",6 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/applied-industrial-internet-of-things
Internet of Things,Réseaux IdO,University of Illinois Urbana-Champaign,"4,8",40 avis,Intermédiaire,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-networking
Internet of Things,Introduction à l'architecture des dispositifs IoT intelligents,28DIGITAL,"4,2",311 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-devices
Internet of Things,Démarrer avec Azure IOT Hub,Coursera,"4,5",85 avis,Débutant,Projet Guidé,Moins de 2 heures,https://www.coursera.org/projects/getting-started-with-azure-iot-hub
Internet of Things,Internet of Things (IoT) Security (Exam ITS-110),CertNexus,,,Intermédiaire,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/internet-of-things-iot-security-its110
Internet of Things,Internet of Things (IoT) Practitioner (Exam ITP-110),CertNexus,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/internet-of-things-iot-practitioner-itp110
Internet of Things,IoT Security: Interface and Data Security,CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-security-interface-data-security-cnx0006
Internet of Things,Internet of Things: Foundations of Design and Development,CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/internet-of-things-iot-foundations-design-development-cnx0002
Internet of Things,Internet of Things: Connectivity and Data Intelligence,CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/internet-of-things-iot-connectivity-data-intelligence-cnx0002
Internet of Things,Internet of Things: Governance and Real-World Implementation,CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/internet-of-things-iot-governance-real-world-implementation-cnx0002
Internet of Things,Allen Bradley Micro850 PLC with IIoT,Packt,,,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/packt-allen-bradley-micro850-plc-with-iiot
Internet of Things,Industrial Internet of Things Graduate Certificate,University of Colorado Boulder,,,Certificat d'études supérieures,6 à 12 mois,,https://www.coursera.org/certificates/iiot-boulder
Internet of Things,IoT Security: Access Control and Network Security,CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-security-access-control-network-cnx0006
Internet of Things,"IoT Security: Privacy, Software, and Physical Security",CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-security-privacy-software-physical-security-cnx0006
Internet of Things,Google Cybersécurité,Google,"4,8",64 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-cybersecurity
Internet of Things,IoTBIZ (Exam IOZ-110),CertNexus,,,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/iotbiz-exam-ioz-110-cnx0004
Internet of Things,Google Digital Marketing & E-commerce,Google,"4,8",48 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
Internet of Things,Industrial IoT Integration with Micro850 PLC,Packt,,,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/packt-industrial-iot-integration-with-micro850-plc-bdnii
Internet of Things,Analyse de données Google,Google,"4,8",177 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/google-data-analytics
Internet of Things,Science des données IBM,IBM,"4,6",149 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-data-science
Internet of Things,Fondements de l'entreprise,University of Pennsylvania,"4,7",26 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/wharton-business-foundations
Internet of Things,"Master AWS IoT: Build, Automate & Deploy Smart Systems",EDUCBA,,,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/master-aws-iot-build-automate-deploy-smart-systems
Internet of Things,IBM Generative AI Engineering,IBM,"4,6",98 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering
Internet of Things,Technologie de fabrication et de conception numériques,University at Buffalo,"4,6",7 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/digital-manufacturing-design-technology
Internet of Things,Programmation pour le projet de l'internet des objets,"University of California, Irvine","4,7",951 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/internet-of-things-project
Internet of Things,Fondements de la cybersécurité,Google,"4,8",40 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/foundations-of-cybersecurity
Internet of Things,Internet des objets V2 : DragonBoard™ apporter et écosystème communautaire,University of California San Diego,"3,8",39 avis,Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/internet-of-things-dragonboard-version2
Internet of Things,L'internet des objets : Comment en sommes-nous arrivés là ?,University of California San Diego,"3,9","1,2 k avis",Mixte,Cours,1 à 3 mois,https://www.coursera.org/learn/internet-of-things-history
Internet of Things,Les bits et les octets des réseaux informatiques,Google,"4,7",52 k avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/computer-networking
Internet of Things,Fondamentaux de l’assistance technique,Google,"4,8",163 k avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/technical-support-fundamentals
Internet of Things,Technologies émergentes : Des smartphones aux technologies de l'information et de la communication (IdO) en passant par les données massives (Big Data),Yonsei University,"4,7","2,1 k avis",Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/emerging-technologies
Internet of Things,IoT Enabled Farming,EDUCBA,"4,6",243 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/iot-enabled-farming
Internet of Things,Internet des objets : Technologies multimédias,University of California San Diego,"4,7",307 avis,Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/internet-of-things-multimedia
Internet of Things,Fondements du marketing numérique et du commerce électronique,Google,"4,8",31 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce
Internet of Things,Developing Secure IoT Applications,EDUCBA,"4,9",19 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/developing-secure-iot-applications
Internet of Things,Apprendre comment apprendre : des outils mentaux puissants qui vous aideront à maitriser les sujets difficiles,Deep Teaching Solutions,"4,8",93 k avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/learning-how-to-learn
Internet of Things,Interfaçage avec le Raspberry Pi,"University of California, Irvine","4,7","1,6 k avis",Mixte,Cours,1 à 4 semaines,https://www.coursera.org/learn/raspberry-pi-interface
DevOps,Introduction à DevOps,IBM,"4,8","4,1 k avis",Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/intro-to-devops
DevOps,IBM DevOps et ingénierie logicielle,IBM,"4,6",64 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/devops-and-software-engineering
DevOps,Design and Implement DevOps Automation CI/CD Pipelines,EDUCBA,,,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/design-implement-devops-automation-cicd-pipelines
DevOps,DevOps Mastery,KodeKloud,"4,6",245 avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/devops-mastery
DevOps,IBM Applied DevOps Engineering,IBM,"4,7","7,9 k avis",Intermédiaire,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
DevOps,DevOps Complete Course,Packt,"4,3",23 avis,Intermédiaire,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/packt-devops-complete-course
DevOps,"Fondations IBM DevOps, Cloud et Agile",IBM,"4,7",13 k avis,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
DevOps,"Master DevOps: CI/CD, Automation & Monitoring",Edureka,,,Débutant,Spécialisation,3 à 6 mois,https://www.coursera.org/specializations/master-devops-ci-cd-automation-monitoring
DevOps,Intégration et livraison continues (CI/CD),IBM,"4,7",246 avis,Intermédiaire,Cours,1 à 3 mois,https://www.coursera.org/learn/continuous-integration-and-continuous-delivery-ci-cd
DevOps,Preparing for Google Cloud Certification: Cloud DevOps Engr,Google Cloud,"4,7",54 k avis,Débutant,Certificat Professionnel,3 à 6 mois,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud
DevOps,DevOps and AI on AWS,Amazon Web Services,"4,6",47 avis,Débutant,Spécialisation,1 à 3 mois,https://www.coursera.org/specializations/devops-ai-aws
DevOps,Déploiement et DevOps,Microsoft,"4,1",9 avis,Débutant,Cours,1 à 3 mois,https://www.coursera.org/learn/deployment-and-devops
DevOps,"DevOps, DataOps, MLOps",Duke University,"4,1",215 avis,Avancées,Cours,1 à 3 mois,https://www.coursera.org/learn/devops-dataops-mlops-duke
DevOps,Amazon DevOps Guru Getting Started,Amazon Web Services,"4,4",60 avis,Débutant,Cours,1 à 4 semaines,https://www.coursera.org/learn/amazon-devops-guru-getting-started
